,index,time,region,meanTair_F_Inst,minTair_F_Inst,maxTair_F_Inst,meanQair_F_Inst,meanSoilmoi0_10Cm_Inst,meanCanopint_Inst,meanPsurf_F_Inst,meanNdvi,minNdvi,maxNdvi,meanPrecipitationcal,minPrecipitationcal,maxPrecipitationcal,cases
21,7896.0,315.0,Puttalam,302.0928649902344,301.8644714355469,302.3893127441406,0.0192075073719024,18.2835750579834,0.0260571427643299,100573.3515625,0.365033358335495,0.2056142836809158,0.4998428523540497,0.0467108152806758,0.0,0.3671936094760895,21.0
22,7897.0,315.0,Ratnapura,297.1965637207031,296.46124267578125,298.2441101074219,0.0176041405647993,30.18645477294922,0.1382544636726379,95589.890625,0.3874770998954773,0.2489857226610183,0.4745142757892608,5.216526508331299,1.402467131614685,15.120991706848145,26.0
23,7898.0,315.0,Trincomalee,303.23492431640625,303.18267822265625,303.2871398925781,0.0174650773406028,20.52979278564453,6.25000029685907e-05,100394.0,0.3310008347034454,0.2500285804271698,0.447299987077713,0.0062022088095545,0.0,0.0192099548876285,23.0
24,7899.0,315.0,Vavuniya,302.02294921875,301.9992980957031,302.046630859375,0.0181900784373283,21.519893646240234,0.0,99886.703125,0.3427276909351349,0.1914857178926468,0.4685142636299133,0.0152527745813131,0.000155369285494,0.0865956917405128,1.0
25,7900.0,316.0,Ampara,301.99932861328125,301.6564025878906,302.5763854980469,0.0162909533828496,22.82890510559082,0.0893779769539833,99196.6640625,0.2037904113531112,0.0638142824172973,0.3289714157581329,3.0175554752349854,0.5259620547294617,5.667581081390381,6.0
26,7901.0,316.0,Anuradhapura,301.7413024902344,301.0533752441406,302.52069091796875,0.0172533150762319,17.283252716064453,0.0349910743534565,99616.171875,0.2867188453674316,0.1679714173078537,0.4200142920017242,1.586987018585205,0.1924708932638168,3.733158588409424,7.0
27,7902.0,316.0,Badulla,296.2979431152344,290.2412109375,301.3930053710937,0.0152422627434134,26.73722648620605,0.124089278280735,91614.4765625,0.2143857032060623,0.0982714220881462,0.33502858877182,4.371143817901611,2.5298640727996826,7.890123844146728,55.0
28,7903.0,316.0,Batticaloa,302.7200622558594,302.5412292480469,303.0515441894531,0.0164152979850769,18.1262321472168,0.077815480530262,100139.0234375,0.1883074194192886,0.1092571392655372,0.2898285686969757,3.275750160217285,0.8679896593093872,5.978142261505127,34.0
29,7904.0,316.0,Colombo,300.3095703125,299.5467224121094,301.07244873046875,0.0177069045603275,26.295001983642575,0.1475982069969177,99816.703125,0.126910388469696,0.0969428569078445,0.1726571321487426,14.180916786193848,12.764609336853027,16.489896774291992,196.0
30,7905.0,316.0,Galle,298.54315185546875,297.8428039550781,299.2434997558594,0.0178127083927392,28.4466609954834,0.1316339373588562,98241.875,0.1554463505744934,0.0914571434259414,0.2346428483724594,7.94895601272583,3.904909610748291,16.704328536987305,24.0
31,7906.0,316.0,Gampaha,300.8290405273437,300.2515563964844,301.40655517578125,0.0176239572465419,23.79557991027832,0.1291071474552154,100006.2109375,0.1602368652820587,0.1008285731077194,0.3185571134090423,11.097638130187988,8.852824211120605,14.634527206420898,188.0
32,7907.0,316.0,Hambantota,301.356689453125,300.46246337890625,302.177978515625,0.0165552981197834,24.290023803710938,0.1150595247745513,99978.5078125,0.2068248242139816,0.0889400020241737,0.3432571589946747,5.32782506942749,3.142741441726685,9.1898832321167,14.0
33,7908.0,316.0,Jaffna,,,,,,,,0.1764720380306244,0.1059999987483024,0.2181714326143264,0.247740626335144,0.1491133272647857,0.3843367993831634,127.0
34,7909.0,316.0,Kalutara,299.3702087402344,299.3260192871094,299.4143981933594,0.0177357457578182,28.431320190429688,0.1430178582668304,99423.140625,0.2459405213594436,0.0871571376919746,0.3394713997840881,12.609456062316896,7.722574710845947,18.02923583984375,80.0
35,7910.0,316.0,Kandy,296.2262268066406,294.3078308105469,297.52783203125,0.0154640479013323,27.390268325805664,0.1254642754793167,92062.1875,0.2012889236211776,0.0758428573608398,0.2888999879360199,8.084716796875,4.023409366607666,13.437821388244627,72.0
36,7911.0,316.0,Kegalle,298.3316955566406,297.29351806640625,299.8990783691406,0.0166675001382827,27.91954803466797,0.1331726163625717,96736.25,0.1482563614845276,0.050742857158184,0.2355285733938217,15.651342391967772,10.084724426269531,20.2987003326416,40.0
37,7912.0,316.0,Kilinochchi,302.6286926269531,302.606201171875,302.65118408203125,0.0182288698852062,13.035714149475098,0.0004375000135041,100452.6875,0.2540238201618194,0.1071857139468193,0.4332714080810547,0.1486013084650039,0.0704164505004882,0.3029424250125885,3.0
38,7913.0,316.0,Kurunegala,301.0276184082031,300.572998046875,301.7494201660156,0.0171127393841743,19.44171142578125,0.0777857154607772,99506.8984375,0.1984553337097168,0.0943571403622627,0.3100285530090332,5.394227027893066,1.618743658065796,15.348422050476074,56.0
39,7914.0,316.0,Mannar,302.212890625,301.9389038085937,302.4292297363281,0.0181365478783845,17.3281192779541,0.0231904778629541,100191.6953125,0.2808840274810791,0.1546714305877685,0.4146857261657715,0.8100789189338684,0.2781005203723907,1.767616868019104,2.0
40,7915.0,316.0,Matale,299.9913330078125,299.19049072265625,300.6251525878906,0.0160252396017313,20.637969970703125,0.0886309519410133,97287.3515625,0.2720859050750732,0.1677857190370559,0.3692571222782135,4.532983303070068,2.4134421348571777,7.950748443603516,38.0
41,7916.0,316.0,Matara,299.4676208496094,299.4676208496094,299.4676208496094,0.017874227836728,27.915233612060547,0.120178572833538,99114.8046875,0.1532450914382934,0.0656199976801872,0.2579285502433777,4.906680583953857,3.4428412914276123,7.541300296783447,34.0
42,7917.0,316.0,Moneragala,300.45123291015625,296.45086669921875,302.5594177246094,0.0161759611219167,25.611417770385746,0.1142984703183174,97802.7265625,0.2310145199298858,0.0995714217424392,0.3971000015735626,3.232846975326538,1.214571237564087,6.576830387115479,8.0
43,7918.0,316.0,Mullaitivu,302.4201965332031,302.253173828125,302.7388610839844,0.017860596999526,14.757885932922363,0.0007976190536282,100208.4296875,0.3221561908721924,0.2038428634405136,0.4091428220272064,0.4477740228176117,0.0823349729180336,1.212762475013733,0.0
44,7919.0,316.0,NuwaraEliya,292.8209228515625,291.4028015136719,294.2390441894531,0.0154410135000944,28.887813568115234,0.1539107263088226,87528.0,0.1965779662132263,0.1163285747170448,0.2759857177734375,10.136335372924805,3.834871053695679,21.815433502197266,5.0
45,7920.0,316.0,Polonnaruwa,301.8161926269531,300.97100830078125,302.64190673828125,0.0159891378134489,18.98955345153809,0.0653482154011726,99372.2890625,0.2724559307098388,0.1675714254379272,0.3712428510189056,2.602465867996216,1.2265478372573853,5.991060733795166,13.0
46,7921.0,316.0,Puttalam,301.81072998046875,301.5087280273437,302.1692199707031,0.0188185833394527,16.78199577331543,0.0717892795801162,100525.28125,0.1998099833726883,0.0669428557157516,0.3480142951011657,3.922398090362549,1.2778899669647217,13.763223648071287,200.0
47,7922.0,316.0,Ratnapura,297.2030029296875,296.5865783691406,298.1960144042969,0.0170968621969223,28.30453872680664,0.1479732245206833,95531.015625,0.2441900819540023,0.0844571441411972,0.4127714335918426,10.369210243225098,4.3603997230529785,17.01860237121582,44.0
48,7923.0,316.0,Trincomalee,302.7132568359375,302.70281982421875,302.72369384765625,0.0170293152332305,17.13172149658203,0.0380089282989501,100346.234375,0.2788755297660827,0.1286714226007461,0.4061714112758636,0.8276939392089844,0.1629477888345718,1.8466466665267944,19.0
49,7924.0,316.0,Vavuniya,301.8975524902344,301.8828125,301.91229248046875,0.0176335126161575,18.04166030883789,0.0348214283585548,99831.703125,0.3421397805213928,0.2441285699605941,0.4257856905460357,0.8297675251960754,0.2653096318244934,1.9408787488937376,0.0
50,7925.0,317.0,Ampara,301.2622985839844,300.6126403808594,302.0256652832031,0.0154091278091073,25.193443298339844,0.1272380948066711,99093.1015625,0.1588439345359802,0.0517428591847419,0.2300285547971725,0.7618212103843689,0.1919417083263397,2.586864471435547,7.0
51,7926.0,317.0,Anuradhapura,301.05743408203125,300.2424621582031,301.9183654785156,0.0169785022735595,18.604644775390625,0.0392035730183124,99511.375,0.1748266220092773,0.1040714308619499,0.2704428732395172,0.1783559471368789,0.0488875247538089,0.711759626865387,16.0
52,7927.0,317.0,Badulla,295.5279235839844,289.3104858398437,300.6292419433594,0.0144893666729331,28.514867782592773,0.2199583500623703,91490.6015625,0.1099078133702278,0.0539999976754188,0.1853999942541122,3.171043157577514,0.292421817779541,7.010640621185303,37.0
53,7928.0,317.0,Batticaloa,302.5653076171875,302.3794250488281,302.7744140625,0.0154071636497974,20.86983299255371,0.1168750002980232,100032.53125,0.1636267602443695,0.1027571409940719,0.2429714202880859,0.2882676124572754,0.0814665704965591,0.7329646944999695,29.0
54,7929.0,317.0,Colombo,298.9205017089844,297.9017639160156,299.9392395019531,0.0178464502096176,29.27349090576172,0.1676249951124191,99724.8671875,0.1172164306044578,0.0636142864823341,0.1807571500539779,2.6758573055267334,2.368872880935669,3.196171998977661,341.0
55,7930.0,317.0,Galle,297.57476806640625,296.84228515625,298.3072814941406,0.0174883250147104,30.669723510742188,0.242785707116127,98141.09375,0.1090182662010192,0.0547166652977466,0.1771666556596756,4.090478420257568,3.4312167167663574,4.777604103088379,54.0
56,7931.0,317.0,Gampaha,299.4140625,298.60675048828125,300.2214050292969,0.0178197547793388,27.778562545776367,0.1456071436405182,99916.046875,0.1250374615192413,0.069385714828968,0.2036857157945633,2.909914970397949,2.412071943283081,3.454476118087769,146.0
57,7932.0,317.0,Hambantota,300.824951171875,299.815673828125,301.7422790527344,0.0159687716513872,26.741928100585938,0.1661071479320526,99865.6796875,0.136108860373497,0.0532666631042957,0.2287428379058838,3.5804715156555176,2.49308443069458,4.92438268661499,19.0
58,7933.0,317.0,Jaffna,,,,,,,,0.1207053586840629,0.0557000003755092,0.1991857141256332,0.3343836367130279,0.1557671576738357,0.85805743932724,135.0
59,7934.0,317.0,Kalutara,298.049072265625,297.9108581542969,298.1872863769531,0.0177021641284227,30.729633331298828,0.224901795387268,99331.109375,0.1151319965720176,0.0727714300155639,0.1685142815113067,3.4479668140411377,2.190899133682251,4.33524751663208,86.0
60,7935.0,317.0,Kandy,295.1696472167969,293.17047119140625,296.3749694824219,0.0151478787884116,30.81621360778809,0.189214289188385,91961.71875,0.0716990754008293,0.029185714200139,0.1244285628199577,2.221001386642456,1.4792019128799438,3.69674301147461,87.0
61,7936.0,317.0,Kegalle,296.9704895019531,296.0487365722656,298.48388671875,0.0166980568319559,31.493078231811523,0.199916660785675,96654.7109375,0.0970939099788665,0.0398857109248638,0.1484428495168686,3.027000665664673,2.0413429737091064,4.302570819854736,53.0
62,7937.0,317.0,Kilinochchi,301.91485595703125,301.8785095214844,301.9512023925781,0.0176088605076074,11.826857566833496,0.0019642855040729,100351.328125,0.1165824979543685,0.0129857137799263,0.2273714244365692,0.2454341948032379,0.106616772711277,0.9529839158058168,4.0
63,7938.0,317.0,Kurunegala,299.7882385253906,299.19049072265625,300.7235412597656,0.0172573123127222,24.49101448059082,0.1148005947470665,99412.78125,0.1194510906934738,0.0671999976038932,0.200357124209404,1.662126064300537,0.1474557220935821,3.215068817138672,75.0
64,7939.0,317.0,Mannar,301.5128479003906,301.3551330566406,301.6744079589844,0.0176243055611848,17.50954818725586,0.0264642853289842,100087.6953125,0.2148669809103012,0.1524142920970916,0.2941999733448028,0.1535911411046981,0.0184794105589389,0.4890240728855133,8.0
65,7940.0,317.0,Matale,299.016845703125,298.122802734375,299.7201538085937,0.0160062704235315,25.15133476257324,0.1210535690188407,97190.4609375,0.1214042007923126,0.0238428562879562,0.2165857106447219,1.2451229095458984,0.2184167951345443,2.128922700881958,38.0
66,7941.0,317.0,Matara,298.6967468261719,298.6967468261719,298.6967468261719,0.0174064487218856,30.14130210876465,0.2336607128381729,99007.296875,0.1550507396459579,0.0745249986648559,0.237199991941452,3.9309990406036377,3.304508924484253,4.630300045013428,46.0
67,7942.0,317.0,Moneragala,299.7698059082031,295.8146057128906,301.89013671875,0.0155006842687726,27.656118392944336,0.1638801097869873,97682.9921875,0.1513633728027343,0.089999996125698,0.2393428385257721,2.0347900390625,0.4065156877040863,5.527786731719971,9.0
68,7943.0,317.0,Mullaitivu,301.8160400390625,301.6360168457031,302.1172790527344,0.017321391031146,13.377827644348145,0.0040238094516098,100105.7578125,0.1714961528778076,0.0799571424722671,0.258171409368515,0.1918645948171615,0.0759623497724533,0.2922648787498474,2.0
69,7944.0,317.0,NuwaraEliya,291.8199462890625,290.4071044921875,293.2328186035156,0.0148392170667648,31.16824150085449,0.2790178656578064,87411.5625,0.0604460053145885,0.0261571425944566,0.1062857061624527,4.663053035736084,2.414136409759521,8.218439102172852,5.0
70,7945.0,317.0,Polonnaruwa,301.1537170410156,300.1728210449219,302.0565795898437,0.0158113595098257,22.635936737060547,0.0850446447730064,99273.40625,0.1664488315582275,0.1111285686492919,0.2169571220874786,0.4151573181152344,0.044356320053339,0.9628755450248718,28.0
71,7946.0,317.0,Puttalam,300.7798767089844,300.3319396972656,301.29888916015625,0.0186190214008092,20.863624572753903,0.0663107186555862,100422.0625,0.1269914805889129,0.0534999966621398,0.2071142941713333,0.6764830946922302,0.0658552721142768,2.909852743148804,219.0
72,7947.0,317.0,Ratnapura,296.283447265625,295.6537170410156,297.1210327148437,0.0166651103645563,30.503236770629883,0.2474107146263122,95415.828125,0.1397928595542907,0.0584571436047554,0.2608428597450256,4.080709934234619,2.792604923248291,5.826118469238281,29.0
73,7948.0,317.0,Trincomalee,302.1174621582031,302.0715637207031,302.1633605957031,0.016772074624896,21.11158943176269,0.0609553568065166,100240.9375,0.1668972074985504,0.0557000003755092,0.2531571388244629,0.1823549717664718,0.0456714704632759,0.8516668677330017,31.0
74,7949.0,317.0,Vavuniya,301.3254089355469,301.2997741699219,301.3510437011719,0.0171926096081733,18.93992805480957,0.0383392870426178,99725.625,0.2027200013399124,0.1301714330911636,0.2786999940872192,0.1706528812646865,0.0528978630900383,0.6128125786781311,0.0
75,7950.0,318.0,Ampara,301.8409729003906,300.75,302.8158874511719,0.0141280889511108,23.603233337402344,0.0557053573429584,99009.3828125,0.1727891117334365,0.0308857131749391,0.2994571328163147,1.4343055486679075,0.1862880289554596,3.05726957321167,8.0
76,7951.0,318.0,Anuradhapura,301.29742431640625,300.489990234375,302.14892578125,0.0167669337242841,16.180538177490234,0.0019464285578578,99427.9453125,0.2524559199810028,0.1731142848730087,0.3403428494930267,0.0695944875478744,0.0044600777328014,0.198912963271141,15.0
77,7952.0,318.0,Badulla,295.6680908203125,289.4790954589844,300.4837341308594,0.0136985639110207,27.41925621032715,0.0963749960064888,91410.0625,0.2157184928655624,0.0885000005364418,0.3462428450584411,3.795188188552856,0.8758315443992615,7.542664527893066,26.0
78,7953.0,318.0,Batticaloa,302.8320007324219,302.5998229980469,303.0140991210937,0.0146140409633517,18.288833618164062,0.0290059521794319,99949.6015625,0.1775114685297012,0.0678142830729484,0.2687857151031494,0.3258243799209595,0.0253726113587617,1.7209073305130005,41.0
79,7954.0,318.0,Colombo,298.8856201171875,297.8260803222656,299.9451599121094,0.0176856480538845,28.95758819580078,0.140625,99669.71875,0.1110347732901573,0.0372857116162776,0.2149142920970916,5.931402206420898,5.0292487144470215,6.388222217559815,204.0
80,7955.0,318.0,Galle,297.766845703125,296.95855712890625,298.5751647949219,0.0172917209565639,30.381275177001957,0.1498303562402725,98072.671875,0.2117955982685089,0.091399997472763,0.5738999843597412,8.721456527709961,4.218733310699463,13.606431007385254,40.0
81,7956.0,318.0,Gampaha,299.49810791015625,298.7242736816406,300.2719421386719,0.0177027024328708,26.494373321533203,0.0619196444749832,99860.484375,0.129903644323349,0.0532571412622928,0.216057151556015,4.897271156311035,3.9384779930114746,6.3194499015808105,196.0
82,7957.0,318.0,Hambantota,301.1649780273437,300.0478515625,302.1808776855469,0.0154885649681091,26.0880184173584,0.0975535735487937,99777.875,0.2284441739320755,0.0406499952077865,0.3514333069324493,1.7004258632659912,0.3844494521617889,4.588372707366943,24.0
83,7958.0,318.0,Jaffna,,,,,,,,0.1173680052161216,0.0238428562879562,0.1943714320659637,0.4035276174545288,0.0550001226365566,0.9446991682052612,89.0
84,7959.0,318.0,Kalutara,298.24853515625,298.1098022460937,298.3872985839844,0.0175243094563484,30.13270378112793,0.1302142888307571,99271.203125,0.2511937320232391,0.1725285798311233,0.313985675573349,6.32181978225708,3.993968963623047,8.049962043762207,81.0
85,7960.0,318.0,Kandy,295.05487060546875,293.1312561035156,296.25909423828125,0.0147988023236393,28.853975296020508,0.0606607161462307,91903.3203125,0.238005980849266,0.0941571444272995,0.3090285658836365,2.464447498321533,1.2356208562850952,5.629351615905762,65.0
86,7961.0,318.0,Kegalle,297.0052795410156,296.11944580078125,298.5262145996094,0.0163839217275381,29.99867820739746,0.0832976177334785,96603.71875,0.1765544861555099,0.1238428503274917,0.2737857103347778,4.7522478103637695,2.5589184761047363,6.368752479553223,51.0
87,7962.0,318.0,Kilinochchi,301.83624267578125,301.8298034667969,301.8426818847656,0.0173724330961704,11.278892517089844,0.0071696429513394,100261.3359375,0.1774706244468689,0.0044000004418194,0.3191571235656738,0.1210089027881622,0.0616126395761966,0.2559332847595215,6.0
88,7963.0,318.0,Kurunegala,300.0333557128906,299.3776550292969,300.9953308105469,0.0171959456056356,21.617006301879883,0.0356547646224498,99344.0,0.1984259486198425,0.096671424806118,0.3184714317321777,1.154055118560791,0.0185652878135442,6.175693035125732,79.0
89,7964.0,318.0,Mannar,301.4549865722656,301.33660888671875,301.59088134765625,0.0174013618379831,15.918564796447754,0.0037738094106316,100002.3984375,0.2537133693695068,0.1033428534865379,0.3608857095241546,0.235859677195549,0.0116503788158297,0.3740937411785126,4.0
90,7965.0,318.0,Matale,299.0007019042969,298.1089172363281,299.5531921386719,0.0158750526607036,22.355642318725582,0.0503392815589904,97116.4921875,0.2546840310096741,0.1751857101917266,0.3394428789615631,0.3961506485939026,0.0651553720235824,1.2658230066299438,25.0
91,7966.0,318.0,Matara,298.9401550292969,298.9401550292969,298.9401550292969,0.0172002892941236,30.04405403137207,0.1578749865293502,98930.859375,0.2355862557888031,0.0902666673064231,0.4918999969959259,5.551892280578613,2.5767767429351807,11.36089324951172,39.0
92,7967.0,318.0,Moneragala,300.5011291503906,296.3598022460937,303.1098022460937,0.0143942451104521,27.12234306335449,0.0838061198592186,97589.1640625,0.1798427253961563,0.0377142839133739,0.3419428467750549,1.6965285539627075,0.2882173359394073,3.074800729751587,6.0
93,7968.0,318.0,Mullaitivu,301.7439880371094,301.54766845703125,302.015869140625,0.0170011837035417,12.61023235321045,0.0099583333358168,100017.8359375,0.2819678485393524,0.1164571419358253,0.379742830991745,0.1400084346532821,0.0221102572977542,0.4182093441486358,1.0
94,7969.0,318.0,NuwaraEliya,291.8450927734375,290.41339111328125,293.2767639160156,0.0144799333065748,30.17740249633789,0.1387321352958679,87353.890625,0.1979813426733017,0.1181857138872146,0.2990714013576507,4.804576873779297,2.399770975112915,6.532411098480225,3.0
95,7970.0,318.0,Polonnaruwa,301.2142333984375,300.1862487792969,302.14892578125,0.0156751126050949,19.481075286865234,0.0241071432828903,99193.2578125,0.2128236889839172,0.1046285703778266,0.3342142701148987,0.1800089031457901,0.0200242213904857,0.7015982866287231,22.0
96,7971.0,318.0,Puttalam,300.8038330078125,300.4189147949219,301.2262268066406,0.0186381489038467,19.35879898071289,0.0359892845153808,100356.953125,0.2095604538917541,0.0800857171416282,0.3347285687923431,0.7648513913154602,0.0637333840131759,8.172185897827148,212.0
97,7972.0,318.0,Ratnapura,296.5032958984375,295.7844543457031,297.32177734375,0.0162066742777824,29.83306312561035,0.1296919584274292,95339.921875,0.2237753570079803,0.0820999965071678,0.3333714306354522,4.186044216156006,2.2993004322052,6.729861259460449,45.0
98,7973.0,318.0,Trincomalee,302.4208679199219,302.3680114746094,302.4737243652344,0.0165459141135215,18.50294685363769,0.0003482142928987,100147.109375,0.2105134278535843,0.114228568971157,0.2775571346282959,0.107847936451435,0.044021863490343,0.3958494365215301,41.0
99,7974.0,318.0,Vavuniya,301.4327392578125,301.4069519042969,301.45855712890625,0.0168835055083036,16.720840454101562,0.0011607143096625,99640.359375,0.2941903471946716,0.2426571398973465,0.3604142665863037,0.133446380496025,0.0224182289093732,0.2665407061576843,4.0
100,7975.0,319.0,Ampara,302.2203063964844,301.52911376953125,302.8939514160156,0.0145910112187266,20.89540100097656,0.0340297631919384,99109.5703125,0.1495905369520187,0.0703857094049453,0.2568142712116241,0.9915657043457032,0.3903435170650482,1.725319743156433,1.0
101,7976.0,319.0,Anuradhapura,301.3812255859375,300.6216125488281,302.2159118652344,0.0168526135385036,13.566760063171388,0.005323214456439,99547.6484375,0.266288548707962,0.1374857127666473,0.3835428357124328,0.5837681889533997,0.1633906215429306,1.3643556833267212,15.0
102,7977.0,319.0,Badulla,296.2319641113281,289.9089660644531,301.17877197265625,0.0139835411682724,25.9553279876709,0.1120297610759735,91519.6328125,0.1281759291887283,0.0699285715818405,0.2522571384906769,4.754059791564941,0.6447657942771912,10.147700309753418,38.0
103,7978.0,319.0,Batticaloa,303.1705017089844,302.9498596191406,303.4641418457031,0.0147065771743655,15.206303596496582,0.0172976199537515,100056.65625,0.2306839972734451,0.1315428614616394,0.3197856843471527,0.6873427033424377,0.1134460791945457,3.148632526397705,38.0
104,7979.0,319.0,Colombo,298.8625183105469,297.9082336425781,299.8168029785156,0.0176580063998699,28.89340209960937,0.2232410609722137,99764.40625,0.1282373070716858,0.0832571387290954,0.2000142782926559,4.917843818664551,4.523470401763916,5.549211025238037,279.0
105,7980.0,319.0,Galle,297.9346618652344,297.1653747558594,298.7039489746094,0.0170808620750904,29.648250579833984,0.2176607102155685,98168.2734375,0.2117499858140945,0.149314284324646,0.2691285610198974,4.730628967285156,2.9745450019836426,7.077393054962158,48.0
106,7981.0,319.0,Gampaha,299.5362548828125,298.8641052246094,300.2084350585937,0.017609791830182,26.02265167236328,0.1458839327096939,99957.1328125,0.1698923707008361,0.0958714336156845,0.2359857112169265,5.145391941070557,3.3881678581237797,6.2396159172058105,218.0
107,7982.0,319.0,Hambantota,301.4317626953125,300.2489624023437,302.4543151855469,0.015549493022263,23.847457885742188,0.1031369045376777,99870.9453125,0.1852291524410247,0.081714279949665,0.2535285651683807,2.184850215911865,1.3542335033416748,4.194051265716553,22.0
